작성자,댓글,화수,날짜,좋아요 수,연관 댓글 수
배부른살쾡이,크 상황종료 그나저나 베르 저거 기사단 마스터한테는 겁주더니 여자는 힐해주네? 꼴에 남자라고ㅋㅋㅋㅋ,나 혼자만 레벨업 143화,17.10.06,37,1
명워리💜,"이 작품 최고의 캐릭터는 베르가 아닐까...?😘💕ㅎㅎㅎ
진우에게 거둬지기 전에 개미왕으로 학살하고 다니던 그땐 이리 될 줄 몰랐건만~~ㅋㅋㅋ",나 혼자만 레벨업 외전 7화,17.09.23,37,댓글 달기
끓심,"얘들이 베르를 닮아가고있엌ㅋㅋ
벨리온까짘ㅋㅋㅋ",나 혼자만 레벨업 232화,17.09.23,37,댓글 달기
메이커그린,"이제 나혼렙의 후속작, 나혼만렙이 나오겠군요! 그렇죠 추공님?",나 혼자만 레벨업 외전 14화,17.09.11,37,댓글 달기
맛춤법수호자,"그럼 유진희가 병원에서 마주친 성진우는 피땀으로 얼룩져 있었다는 건데, 그걸 그냥 지나쳤다는 건가...? 이 무슨..",나 혼자만 레벨업 182화,17.09.01,37,5
Ra,그림자병사 레벨있는 거 보니까 나중에 고렙되면 인격을 갖고 말도 할 수 있게 되는 거 아닌가.. 이그리트는 오래갈 것 같다.,나 혼자만 레벨업 54화,17.08.01,37,5
후공죽고남은그림자,저는 그림자가되서도 추공님을 따르겠습니다.,나 혼자만 레벨업 230화,17.06.26,37,댓글 달기
오오오옹ㅇㅇ,주인공 약할때 챙겨주던 여자는 진짜로 완전 잊었나봐요...,나 혼자만 레벨업 229화,17.06.24,37,1
최종장,"소오오올직히 차해인이달녀왔으면 좋았을텐데........흠.....솔직히 안달려오는게 이상한데.....흠
혹시 추공님 연애 못해보........누구야당신?!
읍읍읍!!",나 혼자만 레벨업 225화,17.06.15,37,2
읭읭,성진우 저새끼도 언제 무슨일이 생길지 모르는데 그림자 병사만 심어뒀다고 저렇게 연락도 안되는 상태로 돌아다니는거보면 더럽게 이기적이네,나 혼자만 레벨업 213화,17.06.13,37,3
인사이드,ㄹㅇ 백호길드는 코난들만 모아놓은듯... 안상미인가 그사람도 프로필 몇번 훑어보고 주인공 겁나쌘거 눈치까더니,나 혼자만 레벨업 96화,17.06.12,37,댓글 달기
Boy~♂️레ㅡ자♡바ㅡ지츄ㅡ릅,200캐시님어디가셨나요..보고싶습니다..,나 혼자만 레벨업 203화,17.06.04,37,2
📚,"고토는 그 말을 후회해야됬다.
한 번 겨뤄본 댓가치고는 많은 것을 내놓아야 했으니깐...

대련 중,사고로인해 고토 그는 자신의 이름과 비슷한 병을 얻었다... 고자라는 병을...",나 혼자만 레벨업 111화,17.05.26,37,4
엘리아,"토마스:저와 결혼할 생각이 있습니까?
진우: 거절합니다.
토마스:유감",나 혼자만 레벨업 198화,17.04.21,37,댓글 달기
..,"밑에도 댓글 썼지만
공지가 바뀌었습니다
4/4 휴재공지 삭제
4/3 휴재공지 내용 변경
마치 휴재를 한 적이 없는 것처럼 되어버렸습니다.
이건 아니죠.",나 혼자만 레벨업 193화,17.04.08,37,2
자비스,축복받은 렌덤박스에는 대여권. 무한이 들어있었다,나 혼자만 레벨업 27화,17.04.05,37,1
삼도수군통제사,작가님 손좀사리면서 쓰세요 다른사람도같은 생각이랑생각합니다만 작가님 우리는 짧은시간에많은연제를바라는게아닙니다 건강히오래연재해 주세요 저는 열심히응원 하겠습니다,나 혼자만 레벨업 187화,17.03.29,37,댓글 달기
❤❤❤❤❤❤,어머 이러시면 사랑해요,나 혼자만 레벨업 180화,17.03.06,37,댓글 달기
춘배,저 마력은 진우꺼에요♡,나 혼자만 레벨업 89화,17.03.06,37,댓글 달기
머리띠한그넘!,놔둬라~ 유리몸이라 몸져 눕는다. 만두 말고 홍삼이나 장만해서 보내줘라. 맨날 아프대서 안쓰럽다.,나 혼자만 레벨업 172화,17.02.21,37,댓글 달기
량인,반참이아닌데... 이건 평소의 한편... 왜냐 읽는순간 내용이 끝낫으닌깐!!!! 빨리 연참주세요!!! 추공 빨리 우리모두의 염원 연참을 주소서!!!,나 혼자만 레벨업 169화,17.02.15,37,24
"♡,♡",..,나 혼자만 레벨업 168화,17.02.14,37,2
폭풍저그콩진호,"추공은 생각했다.

과연 연제를 하는것만이 작가의 사명일까?

아니다.

독자들의 마음에 딱맞는 글.
만족스러운 글.

그 글을 위해서라면 오히려 여유가 필요하지 않을까.

그래서 추공은 선언했다.

주 4일연제.내일은 휴제.

그날,신문1면은 나혼업 휴제로 빼곡히 차있었다.

그러나 신문에서조차 작가의 건강을 걱정했으니..

추공.화이팅이다.",나 혼자만 레벨업 165화,17.02.07,37,1
손발이오그라든다,이건 진짜 ㄹㅇ 명작입니다 제 감상은. 비교불가. 돈전혀 안아깝습니다. 고로 전 이만 군만두시위하는 독자에 가입하겠습니다,나 혼자만 레벨업 163화,17.02.06,37,댓글 달기
ga012,"분량은 거기까지였다. 
띠링 
기계음과 함께 빛이 찾아왔다.
멀어지는 의식 속에서 시스템의 문자가 보였다.

따끈따끈 업데이트
나혼자 레벨업[독점연재]",나 혼자만 레벨업 160화,17.01.31,37,댓글 달기
옆집골목길뒤편낡은집에사는드래곤,"추공은 생각했다.

-오늘이 마지막 휴재라니... 참 빠르군.

독자들은 생각했다.

-분명 여유분을 만들고 연참을 할거야.

하지만 추공은

-아 잘 놀다왔어요-!

그래. 끝이였다.",나 혼자만 레벨업 158화,17.01.29,37,1
프로스엘,"넌누구냐!
취미로 히어ㄹ..아니 헌터를 하는사람이다!",나 혼자만 레벨업 2화,17.01.09,37,댓글 달기
미사카_시스터,"진우:으... 머리야 작가님 여긴 어디죠? 제가 어째서 여기에 저는 분명...
작가:일단 진정하시게 좋은 소식과 나쁜 소식이 있네 뭐부터 듣겠는가?
진우:좋은 소식 부터...
작가:좋은 소식은 자네가 전직에 성공했다는 것이네 나쁜 소식은...
진우:나쁜 소식은?...
작가:자네가 네크로맨서로 전직했다는 것이네...",나 혼자만 레벨업 51화,17.01.07,37,1
Kirito,작가님 보약 지어서 보내줄 분 모집 중 1/1000,나 혼자만 레벨업 134화,16.12.14,37,댓글 달기
일용이,"젊은 애들이 체육관에 남몰래 짱박혀서 건전하게....  뭘 해야하죠??
건전한데 CCTV는 왜 꺼주는거야???",나 혼자만 레벨업 134화,16.12.13,37,2
눈사마귀,"작가님 조금이라도 젊으실때
건강관리를 잘하셔야해용
밥세끼 잘드시고 잠도 잘자시고
운동도 하시고 쉬실때엔 푹쉬셨으면 좋겠습니당
오랫동안 저희 독자들과
함께해야하지 않겠슴니까?
부디 별일이 없으시기를...",나 혼자만 레벨업 125화,16.11.28,37,댓글 달기
abc,그림자타고 합류해서 탈출은 비룡타고 하겠넹,나 혼자만 레벨업 116화,16.11.15,37,7
결벽,민첩82지력39감각69  이렇게 남았으니 포인트 분배하면서 -역시 5의 배수가 깔끔 하다니까?,나 혼자만 레벨업 35화,16.11.05,37,1
지엔모란,연재가 처음인 분이 여러작품 쓴 사람들보다 잘쓰네,나 혼자만 레벨업 93화,16.10.08,37,1
묘수,레벨 18이 저정도면 S급 쉽게 가겠네요,나 혼자만 레벨업 16화,16.10.02,37,1
추★정인호★공,"독자들은 작가앞에 섰다.
'신호하면 뛴다!'
'다같이 뛴다!'
'작가만노린다!'
그런데 갑자기 주변 공기가 차가워졌다.
새우 상자를 들고있던 새우조와 만두를 들고있던 만두조 감금을 준비한 감금조와 작가의 영향을 보충해줄 영향조가 경악을 금치못햇다.
작가가 비축분을 꺼내 들엇기때문이다.
'말도안되'
'고작 비축분하나 꺼내들엇다고!'
연참에 효과는 대단햇다.",나 혼자만 레벨업 88화,16.09.30,37,8
ㅣㅣ,군대 → 어그로 → 암살 → 빠른 사냥 → 빠른 스탯 레벨업과 빠른 스킬 레벨업 → S급 → 황동 앰살 → 길드 창조 → 아르달 → ??,나 혼자만 레벨업 52화,16.09.05,37,1
맹e,그림자 추출 실패했어 ㅋㅋㅋㅋㅋㅋ,나 혼자만 레벨업 64화,16.08.19,37,댓글 달기
유림,거슬리는워딩 많지만 재밌어서 참고 결제해서 봤는데 작가 평소에 무슨생각 갖고사는지 알거같음 ; 이상한 개그치는  복학생보는느낌.. 내 시간 돈 아껴주셔서 감사합니다ㅋㅋㅋ,나 혼자만 레벨업 65화,21.06.26,36,댓글 달기
하태웅,결계가 유리였네,나 혼자만 레벨업 155화,20.02.18,36,3
은지ㄹ호,"소설:그냥 집구석 오빠거든?
현실:뭐래 고블린 새끼가",나 혼자만 레벨업 136화,20.02.06,36,3
알밥,2부:내아들도 레벨업,나 혼자만 레벨업 외전 21화(완결),20.01.08,36,댓글 달기
아무개,은행직원이 잔액이 많아도 저렇게 급 바뀌지 않는데.. ㅋㅋ 작가가 김칫국이 심하시네,나 혼자만 레벨업 55화,19.12.23,36,댓글 달기
눈알쪽쪽,이거 백프로 수호가 단검선택을 안해서 계속 테스트하는 거임ㅋㅋㅋㅋ,나 혼자만 레벨업 후일담 5화,19.12.14,36,5
김동철,일본은 소설속에서도 쓰레기냐,나 혼자만 레벨업 131화,19.08.14,36,3
0ㅇ,갓띵작 마지막화에 배댓되고 싶음 ㄹㅇ 1번만,나 혼자만 레벨업 후일담 6화(완결),19.08.08,36,2
박지호,"멱살잡은순간   김철 죽은사람취급하고
환영해주는것봨ㅋㅋㅋ",나 혼자만 레벨업 외전 17화,19.07.30,36,댓글 달기
꼬밍,뭔… 미성년자와의 성관계를 상남자라고 치급해… 작가 미쳤나…,나 혼자만 레벨업 65화,19.07.21,36,1
루피팬클럽VIP,상남자드립은 진호가 제대로 못배운걸 알린거군요.. 이래서 재벌은 안돼 ^^ 돈많은것들이 성 인식 잘못 박힌거를 비판하는 몹시 사회풍자적인 소설이내요 진호야 학교 다시 다니자,나 혼자만 레벨업 65화,19.05.06,36,댓글 달기
커피맛을알아버린꼬맹이,"으음!
으음? 으음?
으음!
으음?
허......?
으음? 으음?
그워어어어!
키에엑!
아이언!
으음!
음? 음?
으음!
으음?
휴-!
으음?
으음, 으음!
으음!
으음?
으음, 으음?
으음!
으음? 으음!
으음!
으, 으음?

효과음을 지우고 들어본 이 번 화 사운드 입니다... ㅋㅋㅋㅋㅋ",나 혼자만 레벨업 72화,19.04.14,36,1
마운틴마운틴워터워터,이그리트 이때싶 나서서 자기 밥그릇 챙기는거 귀엽ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,나 혼자만 레벨업 228화,19.03.23,36,댓글 달기
망치는좋은대화수단,"정신: 일어나라....
몸: 5분만...",나 혼자만 레벨업 220화,19.02.26,36,1
닉네임에욕이말이돼?,베르가 각국 헌터 한명씩먹으면.... 전세계동시통역가능!,나 혼자만 레벨업 196화,19.02.24,36,3
준준,묘하게 열받는다니... 왜? 남들은 신경도 안 쓰는 짐꾼 걱정해주는 좋은 사람이구만...,나 혼자만 레벨업 85화,19.02.21,36,3
뫄뫄,소환수들 개 귀여운거 같음ㅋㅋㅋㅋㅋ,나 혼자만 레벨업 134화,19.01.23,36,댓글 달기
판타지진행중,차해인 한테 붙여놓은게 감각 공유를 했는데 보고있는데다 자아까지  있으니까....와 좋나 부럽다 나도 그림자 되고싶다,나 혼자만 레벨업 153화,19.01.18,36,2
Titans,End 의 E다. 너의 목숨은 끝이란 뜻이지,나 혼자만 레벨업 31화,19.01.17,36,댓글 달기
머따,하아.. 이 소설에서 제일 착한 권력자가..,나 혼자만 레벨업 200화,18.10.06,36,댓글 달기
사탕고양(준영),고작 14억으로 두근이라니 ㅋ 은행이라면 상상초월의 고객도 많은데.,나 혼자만 레벨업 55화,18.03.15,36,5
경우의수,"진우가 떨리는심정으로 상자를열었다
이건?!
                [소장권]",나 혼자만 레벨업 75화,18.03.09,36,1
JH,남주... 다른 헌터가 죽던 다치던 나 혼자만 레벨업하면 되는 거다. 새로운 주인공 캐릭터네.,나 혼자만 레벨업 85화,18.03.09,36,댓글 달기
메롱이,열쇠고리 handmade...베르.....?,나 혼자만 레벨업 외전 18화,18.03.08,36,1
보일러,추공님 솔직히 말해요 계속 댓글만 보고있죠,나 혼자만 레벨업 후일담 3화,18.03.06,36,3
물병,제발 이제 작가님 연참 얘기는 그만했으면ㅜㅜㅜ 내용관련 베댓좀 보고 싶다^~^.....;,나 혼자만 레벨업 104화,18.01.13,36,1
쭈으,"외전이 마치 주머니 속 사탕같아서
하나 하나 까먹을 때마다
달콤해서 행복하다가도
몇 개 안 남았는데 싶어
아쉽고 서운해진다.",나 혼자만 레벨업 외전 5화,17.12.22,36,2
우리...,메인 히로인은 차해인으로 확정이죠? 그런거죠!!!,나 혼자만 레벨업 136화,17.12.09,36,12
서동은,"주인공의 특징은 항상 일이 터질 위험이 있어도 적당적당히 대기하거나 자기 주변인 사생활에 모든힘을 쏟거나 놀거나

위험이 어느정도일지 인식도 했으면서 딴데 볼일보러 퓽~
이런 공통점이 있습죠",나 혼자만 레벨업 214화,17.11.25,36,댓글 달기
흰색의수장,백색성채 할때 입안에 있는 요구르트 뿜었다...ㅋㅋㅋㅋㅋ,나 혼자만 레벨업 235화,17.11.16,36,댓글 달기
딸기립밤,아닛 협회장님 무슨 상상을 하시는겁니까ㅋㅋ 그리고 체육관에서 뭘하면 그런 진동?이 생기는거죠? ㅋㅋㅋㅋㅋ,나 혼자만 레벨업 134화,17.11.11,36,댓글 달기
로판매니아,진우는 악마인가.....,나 혼자만 레벨업 63화,17.10.26,36,1
추공님사랑해요,...!?!?!?!?너도 국가권력급이었니!??!?!,나 혼자만 레벨업 197화,17.09.24,36,댓글 달기
대충알았다,"그림자군주가 외쳤따.
일어나라!
메르시가 외쳤따.
발할라를 향하여!
아쿠아가 외쳤따.
부활!
사람들이 외쳤따.
그만살려 이놈들아! 죽여도 죽여도 끝이 없잖아!
투명드래곤이 외쳤따.
크아앙!
그소리에 전부다 죽었따!
누구나 투명드래곤을 건드리면 X되는거에요.",나 혼자만 레벨업 225화,17.09.24,36,95
포이즌,"외전.. 넘나 좋은 것~♡
뭔가 후련한? 개운한?
암튼 가벼워진 느낌이라 즐겁네요~♡",나 혼자만 레벨업 외전 5화,17.09.20,36,댓글 달기
suwado,요새 주인공 인성이...?,나 혼자만 레벨업 83화,17.09.19,36,댓글 달기
차원,차해인이구만 결국 여친이 되었고,나 혼자만 레벨업 외전 4화,17.08.16,36,댓글 달기
-ㅂ-,그 E급여자애 데려가서 견학시켜주면서 헌터일이 이렇게 힘든일이다..를 보여준다던가의 목적이려나..?,나 혼자만 레벨업 57화,17.08.10,36,댓글 달기
오천,"독자:추공 작가님, 완결편은 어떻게 하실 생각입니까?
추공:군만두 먹을 생각입니다.
독자:(..?)...굿
추공:예?
독자:베리 굿.
추공:.....;;",나 혼자만 레벨업 171화,17.08.06,36,2
코코아톡,"모든게  끝이구나....
허망하다   여기까지  오기위해
얼마나  많은  희생을  했던가........
나의  친구들을  뒤로하고  여기까지  도착했는데 끝이라니.....",나 혼자만 레벨업 243화(완),17.08.01,36,댓글 달기
세이,헌터헌터에나오는 개미같은데...?,나 혼자만 레벨업 118화,17.07.23,36,2
착한생각,"이순간만을 기다렸답니다 작.가.님?
군만두를 먹으실 시간이군요~!",나 혼자만 레벨업 237화,17.07.16,36,1
뭐래,"진우 : 가장 강한 놈으로 불러드리죠.
철이 : (두근두근)
진우 : 이그레트! 너로 정했다!
철이 : (철무룩.. )
진우 : 이그레트 역시 너밖에 없구나
철이 : (철무루루루룩)",나 혼자만 레벨업 134화,17.07.16,36,3
vkehfdk,결론!! 석상은 진우에게 날아가는 공격을 막았다.  그리고 잠시 뒤 일어난 진우에게 쳐맞았다!!,나 혼자만 레벨업 162화,17.07.02,36,4
whiteslive,"만두협회장은 추공이 나올 극 초대형 대문앞에서 기다렸다.

그리고 십여개의 만두가 굴러나왔다.
하나의 만두가 쪽찌가 붙은 채 굴렀다.
""만두군단장 왕군만두가 만두협회자을 뵙습니다""",나 혼자만 레벨업 226화,17.06.16,36,1
가즈야,이제 나혼업이 아닌 나혼자 만렙을 보고 계십니다.,나 혼자만 레벨업 222화,17.06.12,36,1
주공,사랑해요추공,나 혼자만 레벨업 220화,17.06.05,36,댓글 달기
