번호,작성자,작성일,댓글,회차,좋아요,대댓글수
900,후우룩,21.09.28,차라리 몇주 쉰다고 공지라도 해야지 ㅋ 추석공지는 아주 잘하면서 왜 안하는거여?,절륜환관 262화,1,댓글 달기
901,간다,21.09.27,집안에 아픈 사람이 있어서 간병하신다더니  빨리 쾌차하시어 홀가분하게 후속연재 해주시기를 .....,절륜환관 262화,1,댓글 달기
902,사나이,21.09.26,연재 안하나????,절륜환관,1,댓글 달기
903,물신,21.09.24,♩♪♩언제연제한다고..애기는해저야지..꽁짜로보나..,절륜환관 262화,1,댓글 달기
904,에티우83,21.09.24,윽!!!!!  기다리다가 숨 넘어가요 작가님!!!!,절륜환관 262화,1,댓글 달기
905,Kqjjdjd,21.09.17,근데 잘 몰라서 그런데 이렇게 마음대로 황명을 가져다 붙여도 되는건가??,절륜환관 244화,1,댓글 달기
906,고박사,21.09.16,작가님 진명이 황제로부터 받은  어사도ㅡ가 있는데 무슨 정도패거리와 밀당인지...스토리 개연성이 좀 ...쩝 ㅠ,절륜환관 261화,1,댓글 달기
907,윤지석,21.09.15,한편만 더주시오!!!!딱한편만,절륜환관 261화,1,댓글 달기
908,최현종,21.09.14,"50페이지에
사족이 좀 있으면 어떠나 다른작품은 30페이지 안나오는것도 많은데",절륜환관 257화,1,댓글 달기
909,휘로,21.09.11,왜이리끊냐=재밌으니더해달라,절륜환관 259화,1,댓글 달기
910,코르데리아,21.09.11,크으 작가님~~~우리궁금해서 쓰러져요ㅎㅎㅎ 내일 꼭 다음편 올려주세요~~꼭이요♡,절륜환관 259화,1,댓글 달기
911,늘푸르른남자,21.09.10,뭘 이리 끊습니까 좀,절륜환관 259화,1,댓글 달기
912,언이,21.09.10,연참돼요?,절륜환관,1,댓글 달기
913,셀세타,21.09.10,손가락 일부러 그리보이게 해서 팽가 낚았던거려나? 그 뭐냐 빈객들 정보누락했던거에 범인으로 특정지을수있는 정보가 있었던건가? 여튼 팽가는 멸문확정 두둥~!!,절륜환관 259화,1,댓글 달기
914,잠퉁이,21.09.10,걸왕의 손가락을 유심히 보았다는 기존글로 미루어 걸왕이 흉수가 아닐까 조심스레 생각해봅니다.,절륜환관 259화,1,댓글 달기
915,윤지석,21.09.10,연참해주세요....,절륜환관 259화,1,댓글 달기
916,수울,21.09.10,악 감질나 미치겠다,절륜환관 259화,1,댓글 달기
917,지오,21.09.09,"기둥뿌리 썩는 기분이 슬슬 드네
딱 거기 까지였나? 황궁 내에서 까지가?",절륜환관 258화,1,댓글 달기
918,천마,21.09.08,잘보고 갑니다,절륜환관 258화,1,댓글 달기
919,정영기,21.09.08,수향이도 드뎌 칼자루같은 무기맛을 보나요 ㅎ,절륜환관 252화,1,댓글 달기
920,천마,21.09.02,흐음 2빠,절륜환관 255화,1,댓글 달기
921,코르데리아,21.09.02,내 너 먼저갈줄알았다!별것도아닌게 난리더니....송전시키. 이번에심은놈도 설마 수마군같은놈인게냐?ㆍㅇㆍ,절륜환관 254화,1,댓글 달기
922,Wonderland,21.09.01,앗!  남궁백선은? 장진명의 알리바이가 있는 상황에서 백선이 그리되면?  어떻게 장진명을 옭가매겠다는 것일까? 수천계의 음모가 어찌 진행될지?  기대기대^^,절륜환관 254화,1,댓글 달기
923,mk,21.08.31,"주인공이 회귀했다지만
주변에 인물들이 죄다 붕어들이면..
난다긴다하는 인물들이 진명한테
말려서 쪽도 못쓰는데
후기지수들이 너무 깝치네.
뭔가 갈수록 질질 끄는 느낌",절륜환관 253화,1,1
924,56성공학원장,21.08.31,작가가 회귀자인 거죠.,절륜환관 157화,1,댓글 달기
925,유한,21.08.30,"여우다 여우.
진짜 여우. 허허허",절륜환관 252화,1,댓글 달기
926,수울,21.08.30,진짜 한화 한화 진짜 파격적이다,절륜환관 252화,1,댓글 달기
927,겨울소녀,21.08.29,우와아... 진짜 숨막히는 전개예요. 너무 재밌어요!,절륜환관 117화,1,댓글 달기
928,엘멜로이,21.08.29,"가능인데요. 관도에서 보면 감히 땡중놈이 고관대작한테 이래라 저래라 한건데 곱게 넘어갈 수 있을리가요? 거기에 사운드 플레이(...)로 증명까지 했다면? 제갈가 입장에서도 모욕당한거 같은건 마찬가지고... 혼인에 대한 황명도 있었으니 뻥튀기 각이기도 하죠.
대가리 날리기는 힘들지 몰라도 이걸 빌미로 소림의 기둥뿌리 한두개 뽑아가는건 일도 아니라고 봅니다.",절륜환관 251화,1,댓글 달기
929,엘멜로이,21.08.29,"밤일은 집안일이고 부차적인 사안밖에 안되죠. 저렇게 태클 걸기에는 남의 집 숟가락 놓는거까지 간섭하는거랑 뭐가 다른데요. 아마 여기서 엿 제대로 먹이는건 제갈수향 체면(?) 문제가 조금 있긴 하지만, 바로 어디 인근 건물로 들어가서 한바탕하면서 사운드 플레이(...) 하고 오면 되긴 할겁니다. 제갈수향이 수치 플레이이긴 한데, 이렇게까지 하면 역관광",절륜환관 251화,1,댓글 달기
930,egg,21.08.28,소림? 무림맹? 꼭 관을 봐야 눈물을 흘리는것들이 있다니까 정파 싹 탈탈털어 보즈아~!!!!!!,절륜환관 251화,1,댓글 달기
931,이넨,21.08.28,내공 뺏고 죽이면 안됨?,절륜환관 226화,1,댓글 달기
932,K.,21.08.27,땡중일세 그려,절륜환관 251화,1,댓글 달기
933,ㅋㄱ,21.08.27,소림 기둥까지 뽑혀야 정신차리지 ㄷㄷ,절륜환관 251화,1,댓글 달기
934,김태형,21.08.24,오~~  줍줍.,절륜환관 233화,1,댓글 달기
935,ㅣㅣ,21.08.23,하루 한편이라도 꾸준히 나왓으면..,절륜환관 248화,1,댓글 달기
936,꼬매,21.08.23,다음 편 하루에 10회씩 제발,절륜환관 248화,1,댓글 달기
937,비비,21.08.22,와우~~~!!!!,절륜환관 201화,1,댓글 달기
938,라이르,21.08.22,"ㅇㅇ 이건 예상대로네 제갈승주의 호적에 입적하는거 말고는 빠져나갈수없어서 ㅋㅋ
대하드라마나 역사소설 많이 읽으니 대략감잡고있었는데 맞추니 재밋네요 ㅎㅎ",절륜환관 148화,1,댓글 달기
939,정통무협구함,21.08.21,잘보고있습니다..^^,절륜환관 154화,1,댓글 달기
940,코르데리아,21.08.21,"이영누님이 너~~~무 아름다운가봐요ㅎㅎㅎ
악가주 창피하겠어ㆍㅇㆍ",절륜환관 247화,1,댓글 달기
941,56성공학원장,21.08.21,"이거 은근 수준있는 작품이네.
돈 쓸 가치가 있는 작품!",절륜환관 48화,1,댓글 달기
942,56성공학원장,21.08.20,뒤끝 아주 쥑이네요.....1,절륜환관 39화,1,댓글 달기
943,Wonderland,21.08.20,아껴봐야한다는 댓글... 저도 동감이지만... 아낄 수가 없어요... 그게 문제^^,절륜환관 246화,1,1
944,silk,21.08.20,ㅎㅎ 시원시원하네요~~^^,절륜환관 243화,1,댓글 달기
945,silk,21.08.20,아...가슴찡해~!!! 눈물이 핑도네요~☆,절륜환관 241화,1,댓글 달기
946,silk,21.08.20,또다른 재미있는 사연같은데 뭐 가 늘어진다는지... 전 흥미진진하게 읽고 있어요. 요즘 이거 읽느라 3일밤낮을 시간이 어떻게 가는줄도 모르겠네요~~~ㅎㅎㅎ,절륜환관 239화,1,댓글 달기
947,silk,21.08.20,뭔가..무슨사연인지 궁금하네요~^^,절륜환관 238화,1,댓글 달기
948,구름빵,21.08.19,처가를 건드리다니,절륜환관 246화,1,댓글 달기
949,silk,21.08.19,어우~공손대정님! 갑자기가슴 찡하게 하시네요~♡,절륜환관 206화,1,댓글 달기
950,silk,21.08.19,아우 재밌어요~♡,절륜환관 205화,1,댓글 달기
951,silk,21.08.19,그래~ 진명이는 할만큼 했어~ 이제 니들이 하렴~~^^,절륜환관 201화,1,댓글 달기
952,silk,21.08.19,19금소설이 아니라 아쉽긴 처음이네요~^^* 에잉~ㅋㅋㅋ,절륜환관 189화,1,댓글 달기
953,silk,21.08.18,아~!!!드디어  얻는군요~^^ 참 기다리고 기다렸는데~~^^,절륜환관 179화,1,댓글 달기
954,작은샵주,21.08.18,,절륜환관 169화,1,댓글 달기
955,silk,21.08.18,보면서 내내 통쾌하게 적을 박살내버려서 스트레스가 확 날아가버리는 느낌이라 좋네요~☆ 이런게 대리만족인건가요?! 암튼 소설에 눈을 뗄수가 없네요^^*,절륜환관 164화,1,댓글 달기
956,근육커지고싶다,21.08.18,누굽니까!!! 이거...어디서 들어본건데...?,절륜환관 96화,1,댓글 달기
957,작은샵주,21.08.18,,절륜환관 157화,1,댓글 달기
958,작은샵주,21.08.18,,절륜환관 155화,1,댓글 달기
959,ICHLIEBEDICH,21.08.17,무당말코님들 왔소? 올때 메로나,절륜환관 164화,1,댓글 달기
960,강쇠,21.08.17,와씨  몰입도오짐...연참이라니,절륜환관 244화,1,댓글 달기
961,셀세타,21.08.17,이건가? 수천계의 수작질? 장진명 무공은 잘모를테니 건 아닐테고 누구한테 뒤집어씌워서 발목을 잡는거려나,절륜환관 244화,1,댓글 달기
962,근육커지고싶다,21.08.17,ㅋㅋㅋㅋ 하늘과 땅과 일만고자 ㅋㅋㅋㅋ,절륜환관 32화,1,댓글 달기
963,작은샵주,21.08.17,,절륜환관 139화,1,댓글 달기
964,끼룩붐이,21.08.17,꼭끼오~~:,절륜환관 149화,1,댓글 달기
965,ICHLIEBEDICH,21.08.16,이런 줴엔장 존잼쓰 빼엠,절륜환관 123화,1,댓글 달기
966,아모르,21.08.16,까불때 알아봐따....ㅉ..ㅉ.,절륜환관 100화,1,댓글 달기
967,작은샵주,21.08.16,,절륜환관 128화,1,댓글 달기
968,작은샵주,21.08.16,,절륜환관 123화,1,댓글 달기
969,작은샵주,21.08.16,,절륜환관 118화,1,댓글 달기
970,작은샵주,21.08.16,,절륜환관 116화,1,댓글 달기
971,작은샵주,21.08.16,,절륜환관 114화,1,댓글 달기
972,아몬드,21.08.15,야무지게 빨아묵었니..?,절륜환관 71화,1,댓글 달기
973,작은샵주,21.08.15,,절륜환관 110화,1,댓글 달기
974,작은샵주,21.08.15,,절륜환관 106화,1,댓글 달기
975,아모르,21.08.15,,절륜환관 96화,1,댓글 달기
976,andus,21.08.15,간다간다 푱간다!,절륜환관 95화,1,댓글 달기
977,🌸,21.08.15,주고치 형 ㅇㅈㄹㅋㅋㅋㅋㅋ,절륜환관 28화,1,댓글 달기
978,아모르,21.08.15,까불때 알아봐따. ㅉㅉㅉ,절륜환관 81화,1,댓글 달기
979,작은샵주,21.08.15,,절륜환관 95화,1,댓글 달기
980,작은샵주,21.08.15,,절륜환관 93화,1,댓글 달기
981,작은샵주,21.08.15,,절륜환관 90화,1,댓글 달기
982,silk,21.08.15,영화의 한장면...,절륜환관 68화,1,댓글 달기
983,silk,21.08.14,아~~~!! 멋져요~~!!!! ㅎㅎㅎㅎㅎ  유쾌!상쾌!통쾌!,절륜환관 61화,1,댓글 달기
984,카미엘,21.08.14,와~~ 영화 속 한장면같네요,절륜환관 242화,1,댓글 달기
985,송은영,21.08.14,작가님 적재적소 라는 말이 있습니다.  시도때도 없는 반전을 위해  쓰잘때기 없는 사족이 과하게 들어가 있네요. 거의 매회마다,절륜환관 214화,1,댓글 달기
986,lol,21.08.14,와....눈에 막 그려지네....쩐다..,절륜환관 68화,1,댓글 달기
987,lol,21.08.14,,절륜환관 66화,1,1
988,아몬드,21.08.14,이방원...?,절륜환관 51화,1,댓글 달기
989,드~후(언론의순기능),21.08.14,카카페 이번엔 잘했당 ㅋㅋㅋㅋㅋ 이런수작을 연재하다닛~~작가님 무리하지 마시고 건강챙기면서 하세요 두보시 다 뒤지고 있음  이호가 너무 멋져서~~~~,절륜환관 242화,1,댓글 달기
990,작은샵주,21.08.14,,절륜환관 64화,1,댓글 달기
991,Fenrir,21.08.14,아... 아껴놨다가 봤어야 하거늘.... ㅠㅠ,절륜환관 242화,1,댓글 달기
992,'ㅁ',21.08.14,와.. 역대급이다 소름돋았습니다.. 작가님 고맙습니다 잘읽고 갑니다...!!!!!!!!,절륜환관 242화,1,댓글 달기
993,K설,21.08.14,ㅋㅋ,절륜환관 33화,1,댓글 달기
994,신기루,21.08.13,,절륜환관 33화,1,댓글 달기
995,지오,21.08.13,"뭔가 속에서 찌릿찌릿 몽글몽글 꿈틀꿈틀한다.
햐~ 작가님 사람 마음에 울림을 제대로 주시네
좋습니다.!!!!",절륜환관 242화,1,댓글 달기
996,광대내려,21.08.13,벽력과 장법의 조화,절륜환관 71화,1,댓글 달기
997,광대내려,21.08.13,,절륜환관 69화,1,댓글 달기
998,오이오이,21.08.13,아니 끼요옷이 넘무 웃겨서 몰입이 깨져ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,절륜환관 21화,1,댓글 달기
999,정창화,21.08.13,,절륜환관 50화,1,댓글 달기
1000,작은샵주,21.08.13,,절륜환관 51화,1,댓글 달기
1001,작은샵주,21.08.13,,절륜환관 50화,1,댓글 달기
1002,lol,21.08.13,,절륜환관 46화,1,댓글 달기
1003,작은샵주,21.08.13,,절륜환관 46화,1,댓글 달기
1004,작은샵주,21.08.13,,절륜환관 45화,1,댓글 달기
1005,작은샵주,21.08.13,,절륜환관 44화,1,댓글 달기
1006,작은샵주,21.08.13,,절륜환관 43화,1,댓글 달기
1007,작은샵주,21.08.13,,절륜환관 40화,1,1
1008,작은샵주,21.08.13,,절륜환관 38화,1,댓글 달기
1009,작은샵주,21.08.13,,절륜환관 37화,1,댓글 달기
1010,lol,21.08.13,,절륜환관 45화,1,댓글 달기
1011,광대내려,21.08.13,,절륜환관 44화,1,댓글 달기
1012,lol,21.08.13,,절륜환관 44화,1,댓글 달기
1013,hohosiyuuuu,21.08.13,후궁이 된다는건 시한부 인생이로군..,절륜환관 42화,1,댓글 달기
1014,silk,21.08.13,역시 사람은 겸손하고 볼일...^^*,절륜환관 19화,1,댓글 달기
1015,lol,21.08.13,,절륜환관 43화,1,댓글 달기
1016,lol,21.08.13,진명아..클나따..,절륜환관 42화,1,댓글 달기
1017,광대내려,21.08.13,,절륜환관 39화,1,댓글 달기
1018,작은샵주,21.08.13,,절륜환관 35화,1,댓글 달기
1019,lol,21.08.13,,절륜환관 40화,1,댓글 달기
1020,작은샵주,21.08.13,,절륜환관 33화,1,댓글 달기
1021,lol,21.08.13,,절륜환관 39화,1,댓글 달기
1022,lol,21.08.13,,절륜환관 37화,1,댓글 달기
1023,lol,21.08.13,,절륜환관 35화,1,댓글 달기
1024,lol,21.08.13,,절륜환관 33화,1,댓글 달기
1025,lol,21.08.13,,절륜환관 31화,1,댓글 달기
1026,🔥타는돌,21.08.13,"에효 ~.
3주 씩이나 모앗었는데...

단 숨에 벌컥벌컥 했는데도,
갈증만... 에효효.. .",절륜환관 241화,1,댓글 달기
1027,신진호,21.08.13,하  끝까지  몰아보고싶지만 여지없이  보게되네,절륜환관 241화,1,댓글 달기
1028,코르데리아,21.08.13,크으....막막 영화보는 느낌ㅎㅎㅎ. 비막쏟아지고 진명이 옷자락휘날리며 날라다니고 ㅎㅎㅎ 웅장해지는 느낌 이 맛에 이 소설 보는거죠.ㆍㅇㆍ,절륜환관 241화,1,댓글 달기
1029,셀세타,21.08.12,크으~,절륜환관 241화,1,댓글 달기
1030,굵은악마,21.08.12,글이 늘어진다던 사이다꾼들 다 어디갔누~?,절륜환관 241화,1,댓글 달기
1031,수울,21.08.12,잠 못자겠다 다음편...,절륜환관 241화,1,댓글 달기
1032,작은샵주,21.08.12,,절륜환관 9화,1,댓글 달기
1033,드~후(언론의순기능),21.08.12,영약덩어리넹 오호 그래서 그넘이 그랫구낭,절륜환관 185화,1,댓글 달기
1034,silk,21.08.12,"음양인을 위한무공인데, 익힐수 있는건가요?!",절륜환관 2화,1,댓글 달기
1035,작은샵주,21.08.12,,절륜환관 2화,1,댓글 달기
1036,lol,21.08.12,지금은 .....,절륜환관 4화,1,댓글 달기
1037,lol,21.08.12,,절륜환관 2화,1,댓글 달기
1038,Wonderland,21.08.11,역시!!^^. 각종 비상식적인 뉴스로 답답한 마음을 따스학 풀어주는 소설~. 끼요옷!!^^,절륜환관 240화,1,댓글 달기
1039,늘푸르른남자,21.08.11,아 이건 좀 아닌데…. 작가님 어전 부분도 그렇고 요즘 좀 ‘많이’ 늘어지십니다,절륜환관 239화,1,댓글 달기
1040,김도현,21.08.10,사람들이 욕하는 이유를 알겠네요.. 오늘 얘기도 충분히 더 진행할 수 있었을거 같은데...3달은 묵히고 봐야 좀 진행될듯,절륜환관 239화,1,댓글 달기
1041,VEWTYZZRSTHERRS,21.08.10,아... 이리 끊으시다니ㅠ..,절륜환관 239화,1,댓글 달기
1042,드~후(언론의순기능),21.08.10,무셔 환관 ㅋㅋㅋㅋㅋ 정화라니 그유명한 할배  홍  홍,절륜환관 32화,1,댓글 달기
1043,Jinny,21.08.09,이번화는 외관과 내관의 싸움후 결국 진명이 이기는 장면과 비슷한 장면이 자주 나오니 글의 긴장감이 떨어지고 그사안이 중하지않은데다가 결과를 놓고 진명만을 두둔하는 느낌이 있어서 좀 억지스러운 느낌이 들긴합니다. 차라리 이번엔 진명이 혼나는게 더 나았을둣.,절륜환관 122화,1,댓글 달기
1044,셀세타,21.08.09,전생에 뭔가 알게된 진실이 있고 그걸 증명할 자신이 있는건가? 그나저나 얼른 신위를 보여줘야할듯 왜이리들 무시를 기본으로 깔고 들어가냐~,절륜환관 238화,1,1
1045,흑염룡,21.08.09,"야 드루와 찌밤 이쪽 천중십성도
현도한테 뒤통수 까이면서 대기중이다",절륜환관 220화,1,댓글 달기
